曲名,難易度,STDORDX,譜面定数,レベル,画像ファイル名
"でらっくmaimai♪てんてこまい!",MAS,DX,12.7,12+,"でらっくmaimai♪てんてこまい!.png"
"花と、雪と、ドラムンベース。",EXP,STD,12.7,12+,"花と、雪と、ドラムンベース。.png"
"Starlight Disco",ReMAS,STD,12.7,12+,"Starlight Disco.png"
"Backyun! －悪い女－",MAS,STD,12.7,12+,"Backyun! －悪い女－.png"
"封焔の135秒",EXP,DX,12.7,12+,"封焔の135秒.png"
"渦状銀河のシンフォニエッタ",EXP,STD,12.7,12+,"渦状銀河のシンフォニエッタ.png"
"超熊猫的周遊記（ワンダーパンダートラベラー）",EXP,DX,12.7,12+,"超熊猫的周遊記（ワンダーパンダートラベラー）.png"
"#狂った民族２ PRAVARGYAZOOQA",EXP,DX,12.7,12+,"#狂った民族２ PRAVARGYAZOOQA.png"
"Rising on the horizon",EXP,DX,12.7,12+,"Rising on the horizon.png"
"411Ψ892",EXP,DX,12.7,12+,"411Ψ892.png"
"HECATONCHEIR",EXP,DX,12.7,12+,"HECATONCHEIR.png"
"BLACK SWAN",EXP,DX,12.7,12+,"BLACK SWAN.png"
"Aiolos",EXP,STD,12.7,12+,"Aiolos.png"
"≠彡"/了→",EXP,DX,12.7,12+,"≠彡"/了→.png"
"Streak",EXP,STD,12.7,12+,"Streak.png"
"FFT",EXP,STD,12.7,12+,"FFT.png"
"Ragnarok",EXP,STD,12.7,12+,"Ragnarok.png"
"Fragrance",EXP,STD,12.7,12+,"Fragrance.png"
"Revive The Rave",EXP,STD,12.7,12+,"Revive The Rave.png"
"最強 the サマータイム!!!!!",MAS,DX,12.7,12+,"最強 the サマータイム!!!!!.png"
"No Limit RED Force",MAS,DX,12.7,12+,"No Limit RED Force.png"
"タテマエと本心の大乱闘",MAS,DX,12.7,12+,"タテマエと本心の大乱闘.png"
"イロトリドリのメロディ",MAS,STD,12.7,12+,"イロトリドリのメロディ.png"
"Elemental Ethnic",EXP,DX,12.7,12+,"Elemental Ethnic.png"
"その群青が愛しかったようだった",MAS,STD,12.7,12+,"その群青が愛しかったようだった.png"
"We Gonna Journey",EXP,STD,12.7,12+,"We Gonna Journey.png"
"My First Phone",EXP,STD,12.7,12+,"My First Phone.png"
"エンドマークに希望と涙を添えて",EXP,STD,12.7,12+,"エンドマークに希望と涙を添えて.png"
"シカ色デイズ",MAS,DX,12.8,12+,"シカ色デイズ.png"
"Virtual to LIVE",ReMAS,DX,12.8,12+,"Virtual to LIVE.png"
"Burn My Soul",MAS,DX,12.8,12+,"Burn My Soul.png"
"アノーイング！さんさんウィーク！",MAS,DX,12.8,12+,"アノーイング！さんさんウィーク！.png"
"おジャ魔女カーニバル!!",MAS,DX,12.8,12+,"おジャ魔女カーニバル!!.png"
"ハム太郎とっとこうた",ReMAS,DX,12.8,12+,"ハム太郎とっとこうた.png"
"　",MAS,DX,12.8,12+,"　.png"
"グッバイ宣言",MAS,DX,12.8,12+,"グッバイ宣言.png"
"セカイ",MAS,DX,12.8,12+,"セカイ.png"
"needLe",MAS,DX,12.8,12+,"needLe.png"
"アイディスマイル",MAS,DX,12.8,12+,"アイディスマイル.png"
"自傷無色",MAS,DX,12.8,12+,"自傷無色.png"
"匿名M",MAS,DX,12.8,12+,"匿名M.png"
"QUEEN",MAS,DX,12.8,12+,"QUEEN.png"
"テレキャスタービーボーイ",ReMAS,DX,12.8,12+,"テレキャスタービーボーイ.png"
"寝起きヤシの木",MAS,DX,12.8,12+,"寝起きヤシの木.png"
"右に曲ガール",MAS,DX,12.8,12+,"右に曲ガール.png"
"おくすり飲んで寝よう",MAS,DX,12.8,12+,"おくすり飲んで寝よう.png"
"39",MAS,DX,12.8,12+,"39.png"
"＊ハロー、プラネット。",MAS,DX,12.8,12+,"＊ハロー、プラネット。.png"
"＊ハロー、プラネット。",MAS,STD,12.8,12+,"＊ハロー、プラネット。.png"
"Alice in 冷凍庫",MAS,DX,12.8,12+,"Alice in 冷凍庫.png"
"アスノヨゾラ哨戒班",MAS,DX,12.8,12+,"アスノヨゾラ哨戒班.png"
"キュートなカノジョ",MAS,DX,12.8,12+,"キュートなカノジョ.png"
"キャットラビング",MAS,DX,12.8,12+,"キャットラビング.png"
"命に嫌われている",MAS,DX,12.8,12+,"命に嫌われている.png"
"フラジール",MAS,STD,12.8,12+,"フラジール.png"
"エイリアンエイリアン",MAS,STD,12.8,12+,"エイリアンエイリアン.png"
"ハッピーシンセサイザ",MAS,DX,12.8,12+,"ハッピーシンセサイザ.png"
"on the rocks",MAS,DX,12.8,12+,"on the rocks.png"
"『んっあっあっ。』",MAS,DX,12.8,12+,"『んっあっあっ。』.png"
"永遠にゲームで対戦したいキリタン",MAS,DX,12.8,12+,"永遠にゲームで対戦したいキリタン.png"
"幾望の月",MAS,DX,12.8,12+,"幾望の月.png"
"トラフィック・ジャム",MAS,DX,12.8,12+,"トラフィック・ジャム.png"
"ラットが死んだnew words",MAS,DX,12.8,12+,"ラットが死んだnew words.png"
"阿吽のビーツ",MAS,DX,12.8,12+,"阿吽のビーツ.png"
"深海シティアンダーグラウンド",MAS,DX,12.8,12+,"深海シティアンダーグラウンド.png"
"KILLER B",MAS,DX,12.8,12+,"KILLER B.png"
"Hand in Hand",MAS,STD,12.8,12+,"Hand in Hand.png"
"グラーヴェ",MAS,DX,12.8,12+,"グラーヴェ.png"
"Just Be Friends",MAS,STD,12.8,12+,"Just Be Friends.png"
"天ノ弱",MAS,DX,12.8,12+,"天ノ弱.png"
"ナイトメア☆パーティーナイト",ReMAS,STD,12.8,12+,"ナイトメア☆パーティーナイト.png"
"このふざけた素晴らしき世界は、僕の為にある",MAS,STD,12.8,12+,"このふざけた素晴らしき世界は、僕の為にある.png"
"おねがいダーリン",MAS,STD,12.8,12+,"おねがいダーリン.png"
"SPiCa",MAS,STD,12.8,12+,"SPiCa.png"
"全力ハッピーライフ",MAS,DX,12.8,12+,"全力ハッピーライフ.png"
"天狗の落とし文 feat. ｙｔｒ",MAS,STD,12.8,12+,"天狗の落とし文 feat. ｙｔｒ.png"
"解けないように",MAS,DX,12.8,12+,"解けないように.png"
"LOVE EAST",MAS,STD,12.8,12+,"LOVE EAST.png"
"チルノのパーフェクトさんすう教室　⑨周年バージョン",MAS,DX,12.8,12+,"チルノのパーフェクトさんすう教室　⑨周年バージョン.png"
"お嫁にしなさいっ！",MAS,STD,12.8,12+,"お嫁にしなさいっ！.png"
"げきオコスティックファイナリアリティぷんぷんマスタースパーク",MAS,DX,12.8,12+,"げきオコスティックファイナリアリティぷんぷんマスタースパーク.png"
"華鳥風月",MAS,STD,12.8,12+,"華鳥風月.png"
"Spring of Dreams",MAS,DX,12.8,12+,"Spring of Dreams.png"
"Drive Your Fire",MAS,DX,12.8,12+,"Drive Your Fire.png"
"フラグメンツ -T.V. maimai edit-",MAS,STD,12.8,12+,"フラグメンツ -T.V. maimai edit-.png"
"wheel",MAS,DX,12.8,12+,"wheel.png"
"Witches night",MAS,DX,12.8,12+,"Witches night.png"
"神威",EXP,DX,12.8,12+,"神威.png"
"Got more raves？",EXP,STD,12.8,12+,"Got more raves？.png"
"Let you DIVE!",MAS,DX,12.8,12+,"Let you DIVE!.png"
"tape/stop/night",MAS,DX,12.8,12+,"tape/stop/night.png"
"最強STRONGER",EXP,DX,12.8,12+,"最強STRONGER.png"
"Aegleseeker",EXP,DX,12.8,12+,"Aegleseeker.png"
"PUPA",EXP,DX,12.8,12+,"PUPA.png"
"FREEDOM DiVE (tpz Overcute Remix)",EXP,STD,12.8,12+,"FREEDOM DiVE (tpz Overcute Remix).png"
"エナドリおいしいソング",EXP,DX,12.8,12+,"エナドリおいしいソング.png"
"もぺもぺ",EXP,DX,12.8,12+,"もぺもぺ.png"
"サンバランド",MAS,DX,12.8,12+,"サンバランド.png"
"End Time",EXP,STD,12.8,12+,"End Time.png"
"Maxi",EXP,STD,12.8,12+,"Maxi.png"
"METATRON",EXP,STD,12.8,12+,"METATRON.png"
"DRAGONLADY",EXP,STD,12.8,12+,"DRAGONLADY.png"
"Let's Go Away",MAS,STD,12.8,12+,"Let's Go Away.png"
"源平大戦絵巻テーマソング",MAS,STD,12.8,12+,"源平大戦絵巻テーマソング.png"
"Catch The Future",MAS,STD,12.8,12+,"Catch The Future.png"
"Cry Cry Cry",MAS,DX,12.8,12+,"Cry Cry Cry.png"
"ヱデン",MAS,DX,12.8,12+,"ヱデン.png"
"ステップアンドライム",MAS,DX,12.8,12+,"ステップアンドライム.png"
"シアトリカル・ケース",MAS,DX,12.8,12+,"シアトリカル・ケース.png"
"トノサマビーム",MAS,DX,12.8,12+,"トノサマビーム.png"
"地球",EXP,DX,12.8,12+,"地球.png"
"スローアライズ",MAS,DX,12.8,12+,"スローアライズ.png"
"マイオドレ！舞舞タイム",MAS,DX,12.8,12+,"マイオドレ！舞舞タイム.png"
"REAL VOICE",MAS,DX,12.8,12+,"REAL VOICE.png"
"シエルブルーマルシェ",MAS,DX,12.8,12+,"シエルブルーマルシェ.png"
"一か罰",MAS,DX,12.8,12+,"一か罰.png"
"Pixel Voyage",MAS,STD,12.8,12+,"Pixel Voyage.png"
"mystique as iris",EXP,DX,12.8,12+,"mystique as iris.png"
"SILENT BLUE",EXP,STD,12.8,12+,"SILENT BLUE.png"
"IF:U",EXP,DX,12.8,12+,"IF:U.png"
"Bloody Trail",EXP,DX,12.8,12+,"Bloody Trail.png"
"Energizing Flame",EXP,DX,12.8,12+,"Energizing Flame.png"
"Latent Kingdom",EXP,DX,12.8,12+,"Latent Kingdom.png"
"VERTeX (rintaro soma deconstructed remix)",EXP,DX,12.8,12+,"VERTeX (rintaro soma deconstructed remix).png"
"Metamorphosism",EXP,DX,12.8,12+,"Metamorphosism.png"
"BREaK! BREaK! BREaK!",EXP,DX,12.8,12+,"BREaK! BREaK! BREaK!.png"
"Lia=Fail",EXP,DX,12.8,12+,"Lia=Fail.png"
"蒼穹舞楽",EXP,DX,12.8,12+,"蒼穹舞楽.png"
"Heavenly Blast",EXP,DX,12.8,12+,"Heavenly Blast.png"
"BIRTH",EXP,DX,12.8,12+,"BIRTH.png"
"Life Feels Good",EXP,STD,12.8,12+,"Life Feels Good.png"
"Imitation:Loud Lounge",EXP,STD,12.8,12+,"Imitation:Loud Lounge.png"
"System “Z”",EXP,STD,12.8,12+,"System “Z”.png"
"雷切-RAIKIRI-",EXP,STD,12.8,12+,"雷切-RAIKIRI-.png"
"Beat of getting entangled",EXP,STD,12.8,12+,"Beat of getting entangled.png"
"Kiss Me Kiss",MAS,DX,12.8,12+,"Kiss Me Kiss.png"
"FLUFFY FLASH",EXP,DX,12.8,12+,"FLUFFY FLASH.png"
"Don't Fight The Music",EXP,DX,12.8,12+,"Don't Fight The Music.png"
"Session High⤴",MAS,STD,12.8,12+,"Session High⤴.png"
"オーケー？　オーライ！",MAS,DX,12.8,12+,"オーケー？　オーライ！.png"
"SQUAD-Phvntom-",EXP,DX,12.8,12+,"SQUAD-Phvntom-.png"
"Ring",MAS,DX,12.8,12+,"Ring.png"
"Trrricksters!!",EXP,DX,12.8,12+,"Trrricksters!!.png"
"蜘蛛の糸",EXP,DX,12.8,12+,"蜘蛛の糸.png"
"電光石火",EXP,DX,12.8,12+,"電光石火.png"
"はちみつアドベンチャー",MAS,DX,12.8,12+,"はちみつアドベンチャー.png"
"World Vanquisher",EXP,STD,12.8,12+,"World Vanquisher.png"
"きゅびずむ",MAS,DX,12.9,12+,"きゅびずむ.png"
"春を告げる",MAS,DX,12.9,12+,"春を告げる.png"
"はんぶんこ",MAS,DX,12.9,12+,"はんぶんこ.png"
"Blank Paper (Prod. TEMPLIME)",MAS,DX,12.9,12+,"Blank Paper (Prod. TEMPLIME).png"
"On your mark (104期 Ver.)",MAS,DX,12.9,12+,"On your mark (104期 Ver.).png"
"ようこそジャパリパークへ",ReMAS,STD,12.9,12+,"ようこそジャパリパークへ.png"
"魂のルフラン",MAS,DX,12.9,12+,"魂のルフラン.png"
"ネ！コ！",MAS,STD,12.9,12+,"ネ！コ！.png"
"fake!fake!",MAS,STD,12.9,12+,"fake!fake!.png"
"ジレンマ",MAS,DX,12.9,12+,"ジレンマ.png"
"アンドロイドガール",MAS,DX,12.9,12+,"アンドロイドガール.png"
"ジャンキーナイトタウンオーケストラ",MAS,DX,12.9,12+,"ジャンキーナイトタウンオーケストラ.png"
"表裏一体",MAS,DX,12.9,12+,"表裏一体.png"
"終焉逃避行",MAS,DX,12.9,12+,"終焉逃避行.png"
"ビターチョコデコレーション",MAS,DX,12.9,12+,"ビターチョコデコレーション.png"
"オシオキGIMMICK!!",MAS,DX,12.9,12+,"オシオキGIMMICK!!.png"
"あなたは世界の終わりにずんだを食べるのだ",MAS,DX,12.9,12+,"あなたは世界の終わりにずんだを食べるのだ.png"
"天使の翼。",MAS,DX,12.9,12+,"天使の翼。.png"
"さよならプリンセス",MAS,DX,12.9,12+,"さよならプリンセス.png"
"絶対敵対メチャキライヤー",MAS,DX,12.9,12+,"絶対敵対メチャキライヤー.png"
"シャルル",MAS,STD,12.9,12+,"シャルル.png"
"脳漿炸裂ガール",MAS,DX,12.9,12+,"脳漿炸裂ガール.png"
"からくりピエロ",ReMAS,STD,12.9,12+,"からくりピエロ.png"
"しんでしまうとはなさけない！",MAS,STD,12.9,12+,"しんでしまうとはなさけない！.png"
"ポッピンキャンディ☆フィーバー！",MAS,DX,12.9,12+,"ポッピンキャンディ☆フィーバー！.png"
"ヘルシーエンド",MAS,STD,12.9,12+,"ヘルシーエンド.png"
"絶対にチョコミントを食べるアオイチャン",MAS,DX,12.9,12+,"絶対にチョコミントを食べるアオイチャン.png"
"イカサマライフゲイム",MAS,DX,12.9,12+,"イカサマライフゲイム.png"
"クレイジー・ビート",MAS,DX,12.9,12+,"クレイジー・ビート.png"
"M.S.S.Planet",MAS,DX,12.9,12+,"M.S.S.Planet.png"
"白い雪のプリンセスは",MAS,STD,12.9,12+,"白い雪のプリンセスは.png"
"Armageddon",EXP,DX,12.9,12+,"Armageddon.png"
"Calamity Fortune",EXP,STD,12.9,12+,"Calamity Fortune.png"
"絡繰りドール",MAS,DX,12.9,12+,"絡繰りドール.png"
"宿題が終わらないっ！",MAS,STD,12.9,12+,"宿題が終わらないっ！.png"
"ozma",EXP,DX,12.9,12+,"ozma.png"
"Good Bye, Mr. Jack",EXP,STD,12.9,12+,"Good Bye, Mr. Jack.png"
"Play merrily NEO",MAS,DX,12.9,12+,"Play merrily NEO.png"
"アルカンシエル",MAS,DX,12.9,12+,"アルカンシエル.png"
"Scarlet Lance",EXP,STD,12.9,12+,"Scarlet Lance.png"
"極圏",EXP,STD,12.9,12+,"極圏.png"
"Destr0yer",MAS,DX,12.9,12+,"Destr0yer.png"
"御旗のもとに",MAS,DX,12.9,12+,"御旗のもとに.png"
"Fist Bump",MAS,STD,12.9,12+,"Fist Bump.png"
"洗脳",ReMAS,STD,12.9,12+,"洗脳.png"
"悪戯",MAS,STD,12.9,12+,"悪戯.png"
"ミルキースター・シューティングスター",MAS,DX,12.9,12+,"ミルキースター・シューティングスター.png"
"星めぐり、果ての君へ。",MAS,DX,12.9,12+,"星めぐり、果ての君へ。.png"
"オリフィス",MAS,DX,12.9,12+,"オリフィス.png"
"居並ぶ穀物と溜息まじりの運送屋",MAS,DX,12.9,12+,"居並ぶ穀物と溜息まじりの運送屋.png"
"Ututu",MAS,DX,12.9,12+,"Ututu.png"
"♡マイマイマイラブ♡",MAS,DX,12.9,12+,"♡マイマイマイラブ♡.png"
"welcome to maimai!! with マイマイマー",MAS,STD,12.9,12+,"welcome to maimai!! with マイマイマー.png"
"Scarlet Wings",MAS,DX,12.9,12+,"Scarlet Wings.png"
"Justified",EXP,STD,12.9,12+,"Justified.png"
"Dreampainter",MAS,STD,12.9,12+,"Dreampainter.png"
"Kinda Way",MAS,STD,12.9,12+,"Kinda Way.png"
"オトヒメモリー☆ウタゲーション",MAS,STD,12.9,12+,"オトヒメモリー☆ウタゲーション.png"
"ENJOY POLIS",MAS,STD,12.9,12+,"ENJOY POLIS.png"
"BETTER CHOICE",MAS,STD,12.9,12+,"BETTER CHOICE.png"
"虹と太陽",MAS,STD,12.9,12+,"虹と太陽.png"
"ぴぴぱぷぅ！",MAS,STD,12.9,12+,"ぴぴぱぷぅ！.png"
"泣き虫O'clock",ReMAS,STD,12.9,12+,"泣き虫O'clock.png"
"QuiQ",EXP,DX,12.9,12+,"QuiQ.png"
"Divide et impera!",EXP,DX,12.9,12+,"Divide et impera!.png"
"WiPE OUT MEMORIES",EXP,DX,12.9,12+,"WiPE OUT MEMORIES.png"
"KHYMΞXΛ",EXP,DX,12.9,12+,"KHYMΞXΛ.png"
"VeRForTe αRtE:VEiN",EXP,DX,12.9,12+,"VeRForTe αRtE:VEiN.png"
"VIIIbit Explorer",EXP,STD,12.9,12+,"VIIIbit Explorer.png"
"VSpook!",EXP,DX,12.9,12+,"VSpook!.png"
"Sage",EXP,DX,12.9,12+,"Sage.png"
"Alea jacta est!",EXP,STD,12.9,12+,"Alea jacta est!.png"
"Ultranova",EXP,STD,12.9,12+,"Ultranova.png"
"Axeria",EXP,STD,12.9,12+,"Axeria.png"
"We Gonna Party",EXP,STD,12.9,12+,"We Gonna Party.png"
"Panopticon",EXP,STD,12.9,12+,"Panopticon.png"
"CITRUS MONSTER",EXP,STD,12.9,12+,"CITRUS MONSTER.png"
"Jumble Rumble",EXP,STD,12.9,12+,"Jumble Rumble.png"
"Get Happy",EXP,STD,12.9,12+,"Get Happy.png"
"Caliburne ～Story of the Legendary sword～",EXP,STD,12.9,12+,"Caliburne ～Story of the Legendary sword～.png"
"Schwarzschild",EXP,STD,12.9,12+,"Schwarzschild.png"
"larva",EXP,STD,12.9,12+,"larva.png"
"HERA",EXP,STD,12.9,12+,"HERA.png"
"ℝ∈Χ LUNATiCA",EXP,DX,12.9,12+,"ℝ∈Χ LUNATiCA.png"
"MarbleBlue.",EXP,DX,12.9,12+,"MarbleBlue..png"
"MEGATON BLAST",EXP,DX,12.9,12+,"MEGATON BLAST.png"
"脳天直撃",EXP,DX,12.9,12+,"脳天直撃.png"
"Snow Colored Score",MAS,DX,12.9,12+,"Snow Colored Score.png"
"Hainuwele",EXP,DX,12.9,12+,"Hainuwele.png"
"Xevel",EXP,STD,12.9,12+,"Xevel.png"
"前前前世",MAS,STD,13.0,13,"前前前世.png"
"メイトなやつら（FEAT. 天開司, 佐藤ホームズ, あっくん大魔王 & 歌衣メイカ）",MAS,DX,13.0,13,"メイトなやつら（FEAT. 天開司, 佐藤ホームズ, あっくん大魔王 & 歌衣メイカ）.png"
"不機嫌なスリーカード",MAS,DX,13.0,13,"不機嫌なスリーカード.png"
"過去を喰らう",MAS,DX,13.0,13,"過去を喰らう.png"
"ゆりかご",MAS,DX,13.0,13,"ゆりかご.png"
"デビルじゃないもん",MAS,DX,13.0,13,"デビルじゃないもん.png"
"ワーワーワールド",MAS,DX,13.0,13,"ワーワーワールド.png"
"RAD DOGS",MAS,DX,13.0,13,"RAD DOGS.png"
"EYE",MAS,DX,13.0,13,"EYE.png"
"エンヴィーベイビー",MAS,DX,13.0,13,"エンヴィーベイビー.png"
"KING",MAS,DX,13.0,13,"KING.png"
"ワールドワイドワンダー",MAS,DX,13.0,13,"ワールドワイドワンダー.png"
"39",MAS,STD,13.0,13,"39.png"
"キミノヨゾラ哨戒班",MAS,STD,13.0,13,"キミノヨゾラ哨戒班.png"
"ヴィラン",ReMAS,DX,13.0,13,"ヴィラン.png"
"秋の未確認生物",MAS,DX,13.0,13,"秋の未確認生物.png"
"ノイローゼ",MAS,DX,13.0,13,"ノイローゼ.png"
"ゴーゴー幽霊船",MAS,DX,13.0,13,"ゴーゴー幽霊船.png"
"ワールズエンド・ダンスホール",MAS,STD,13.0,13,"ワールズエンド・ダンスホール.png"
"アカツキアライヴァル",MAS,DX,13.0,13,"アカツキアライヴァル.png"
"ガランド",MAS,DX,13.0,13,"ガランド.png"
"アスヘノBRAVE",MAS,DX,13.0,13,"アスヘノBRAVE.png"
"深海少女",MAS,DX,13.0,13,"深海少女.png"
"しねばいいのに",MAS,STD,13.0,13,"しねばいいのに.png"
"無間嫉妬劇場『666』",MAS,DX,13.0,13,"無間嫉妬劇場『666』.png"
"さよならヒストリー",MAS,DX,13.0,13,"さよならヒストリー.png"
"ケロ⑨destiny",MAS,STD,13.0,13,"ケロ⑨destiny.png"
"銀のめぐり",MAS,DX,13.0,13,"銀のめぐり.png"
"下克上々",MAS,DX,13.0,13,"下克上々.png"
"響縁",MAS,STD,13.0,13,"響縁.png"
"Dive into The Sky ～initialized～",MAS,DX,13.0,13,"Dive into The Sky ～initialized～.png"
"Paranoia",MAS,DX,13.0,13,"Paranoia.png"
"QUATTUORUX",EXP,DX,13.0,13,"QUATTUORUX.png"
"INFiNiTE ENERZY -Overdoze-",EXP,DX,13.0,13,"INFiNiTE ENERZY -Overdoze-.png"
"麒麟",EXP,STD,13.0,13,"麒麟.png"
"The 90's Decision",MAS,DX,13.0,13,"The 90's Decision.png"
"Ignis Danse",EXP,STD,13.0,13,"Ignis Danse.png"
"ENERGY SYNERGY MATRIX",EXP,STD,13.0,13,"ENERGY SYNERGY MATRIX.png"
"Love's Theme of BADASS ～バッド・アス 愛のテーマ～",EXP,DX,13.0,13,"Love's Theme of BADASS ～バッド・アス 愛のテーマ～.png"
"ヒステリックナイトガール",MAS,DX,13.0,13,"ヒステリックナイトガール.png"
"Shooting Shower～DANCE TIME(シンディ)～",MAS,DX,13.0,13,"Shooting Shower～DANCE TIME(シンディ)～.png"
"Quartet Theme [Reborn]",MAS,STD,13.0,13,"Quartet Theme [Reborn].png"
"YA･DA･YO [Reborn]",EXP,STD,13.0,13,"YA･DA･YO [Reborn].png"
"セガサターン起動音[H.][Remix]",MAS,STD,13.0,13,"セガサターン起動音[H.][Remix].png"
"アンビバレンス",MAS,DX,13.0,13,"アンビバレンス.png"
"Barbed Eye",MAS,STD,13.0,13,"Barbed Eye.png"
"プリズム△▽リズム",MAS,DX,13.0,13,"プリズム△▽リズム.png"
"ｉｓｏｐｈｏｔｅ",MAS,DX,13.0,13,"ｉｓｏｐｈｏｔｅ.png"
"ぼくたちいつでも　しゅわっしゅわ！",MAS,DX,13.0,13,"ぼくたちいつでも　しゅわっしゅわ！.png"
"福宿音屋魂音泉",MAS,DX,13.0,13,"福宿音屋魂音泉.png"
"Monochrome Rainbow",MAS,STD,13.0,13,"Monochrome Rainbow.png"
"おても☆Yan",MAS,STD,13.0,13,"おても☆Yan.png"
"Endless World",MAS,STD,13.0,13,"Endless World.png"
"Valsqotch",EXP,DX,13.0,13,"Valsqotch.png"
"QZKago Requiem",EXP,STD,13.0,13,"QZKago Requiem.png"
"Our Wrenally",EXP,STD,13.0,13,"Our Wrenally.png"
"Contrapasso -paradiso-",EXP,STD,13.0,13,"Contrapasso -paradiso-.png"
"VIIIbit Explorer",EXP,DX,13.0,13,"VIIIbit Explorer.png"
"Cryptarithm",EXP,DX,13.0,13,"Cryptarithm.png"
"World's end loneliness",EXP,DX,13.0,13,"World's end loneliness.png"
"GIGANTØMAKHIA",EXP,DX,13.0,13,"GIGANTØMAKHIA.png"
"躯樹の墓守",EXP,DX,13.0,13,"躯樹の墓守.png"
"STEEL TRANSONIC",EXP,DX,13.0,13,"STEEL TRANSONIC.png"
"時計の国のジェミニ",MAS,DX,13.0,13,"時計の国のジェミニ.png"
"Stardust Memories",MAS,DX,13.0,13,"Stardust Memories.png"
"ねぇ、壊れタ人形ハ何処へ棄テらレるノ？",EXP,STD,13.0,13,"ねぇ、壊れタ人形ハ何処へ棄テらレるノ？.png"
"Excalibur ～Revived resolution～",EXP,STD,13.0,13,"Excalibur ～Revived resolution～.png"
"Black Out",EXP,STD,13.0,13,"Black Out.png"
"Apollo",EXP,DX,13.0,13,"Apollo.png"
"LAMIA",EXP,DX,13.0,13,"LAMIA.png"
"みなえをチェック！",MAS,DX,13.0,13,"みなえをチェック！.png"
"otorii INNOVATED -[i]3-",EXP,DX,13.0,13,"otorii INNOVATED -[i]3-.png"
"Invitation",MAS,STD,13.0,13,"Invitation.png"
"アイドル",ReMAS,DX,13.1,13,"アイドル.png"
"愛包ダンスホール",MAS,DX,13.1,13,"愛包ダンスホール.png"
"シュガーホリック",MAS,DX,13.1,13,"シュガーホリック.png"
"てらてら",MAS,DX,13.1,13,"てらてら.png"
"転生林檎",MAS,DX,13.1,13,"転生林檎.png"
"ノンブレス・オブリージュ",MAS,DX,13.1,13,"ノンブレス・オブリージュ.png"
"アルティメットセンパイ",MAS,DX,13.1,13,"アルティメットセンパイ.png"
"アニマル",MAS,DX,13.1,13,"アニマル.png"
"モザイクロール",MAS,DX,13.1,13,"モザイクロール.png"
"失敗作少女",MAS,DX,13.1,13,"失敗作少女.png"
"ライアーダンサー",MAS,DX,13.1,13,"ライアーダンサー.png"
"スティールユー",MAS,DX,13.1,13,"スティールユー.png"
"ずんだもんの朝食　〜目覚ましずんラップ〜",MAS,DX,13.1,13,"ずんだもんの朝食　〜目覚ましずんラップ〜.png"
